/Personal/fruits-360-original-size/Training/apple_6/r0_0.jpg,0
/Personal/fruits-360-original-size/Training/apple_6/r0_10.jpg,0
/Personal/fruits-360-original-size/Training/apple_6/r0_100.jpg,0
/Personal/fruits-360-original-size/Training/apple_6/r0_102.jpg,0
/Personal/fruits-360-original-size/Training/apple_6/r0_104.jpg,0
/Personal/fruits-360-original-size/Training/apple_6/r0_106.jpg,0
/Personal/fruits-360-original-size/Training/apple_6/r0_108.jpg,0
/Personal/fruits-360-original-size/Training/apple_6/r0_110.jpg,0
/Personal/fruits-360-original-size/Training/apple_6/r0_112.jpg,0
/Personal/fruits-360-original-size/Training/apple_6/r0_114.jpg,0
/Personal/fruits-360-original-size/Training/apple_6/r0_116.jpg,0
/Personal/fruits-360-original-size/Training/apple_6/r0_118.jpg,0
/Personal/fruits-360-original-size/Training/apple_6/r0_12.jpg,0
/Personal/fruits-360-original-size/Training/apple_6/r0_120.jpg,0
/Personal/fruits-360-original-size/Training/apple_6/r0_122.jpg,0
/Personal/fruits-360-original-size/Training/apple_6/r0_124.jpg,0
/Personal/fruits-360-original-size/Training/apple_6/r0_126.jpg,0
/Personal/fruits-360-original-size/Training/apple_6/r0_128.jpg,0
/Personal/fruits-360-original-size/Training/apple_6/r0_130.jpg,0
/Personal/fruits-360-original-size/Training/apple_6/r0_132.jpg,0
/Personal/fruits-360-original-size/Training/apple_6/r0_134.jpg,0
/Personal/fruits-360-original-size/Training/apple_6/r0_136.jpg,0
/Personal/fruits-360-original-size/Training/apple_6/r0_138.jpg,0
/Personal/fruits-360-original-size/Training/apple_6/r0_14.jpg,0
/Personal/fruits-360-original-size/Training/apple_6/r0_140.jpg,0
/Personal/fruits-360-original-size/Training/apple_6/r0_142.jpg,0
/Personal/fruits-360-original-size/Training/apple_6/r0_144.jpg,0
/Personal/fruits-360-original-size/Training/apple_6/r0_146.jpg,0
/Personal/fruits-360-original-size/Training/apple_6/r0_148.jpg,0
/Personal/fruits-360-original-size/Training/apple_6/r0_150.jpg,0
/Personal/fruits-360-original-size/Training/apple_6/r0_152.jpg,0
/Personal/fruits-360-original-size/Training/apple_6/r0_154.jpg,0
/Personal/fruits-360-original-size/Training/apple_6/r0_156.jpg,0
/Personal/fruits-360-original-size/Training/apple_6/r0_158.jpg,0
/Personal/fruits-360-original-size/Training/apple_6/r0_16.jpg,0
/Personal/fruits-360-original-size/Training/apple_6/r0_160.jpg,0
/Personal/fruits-360-original-size/Training/apple_6/r0_162.jpg,0
/Personal/fruits-360-original-size/Training/apple_6/r0_164.jpg,0
/Personal/fruits-360-original-size/Training/apple_6/r0_166.jpg,0
